sell,buy,installment,tgl
876666,850366,876666,2020-07-13
877494,851169,877494,2020-07-11
879188,852812,879188,2020-07-10
875444,849180,875444,2020-07-09
878636,852276,878636,2020-07-08
873708,847496,873708,2020-07-07
869912,843814,869912,2020-07-06
868696,842635,868696,2020-07-03
864190,838264,864190,2020-07-02
848698,823237,848698,2020-07-01
862041,836179,862041,2020-06-30
848349,822898,848349,2020-06-29
848589,823131,848589,2020-06-28
848695,823234,848695,2020-06-27
845544,820177,845544,2020-06-26
840588,815370,840588,2020-06-25
839966,814767,839966,2020-06-24
850450,824936,850450,2020-06-23
838919,813751,838919,2020-06-22
840165,814960,840165,2020-06-20
840356,815145,840356,2020-06-19
826742,801939,826742,2020-06-18
830831,805906,830831,2020-06-17
827182,802366,827182,2020-06-16
829320,804440,829320,2020-06-15
831546,806599,831546,2020-06-13
834497,809462,834497,2020-06-12
823086,798393,823086,2020-06-11
819904,795306,819904,2020-06-10
825551,800784,825551,2020-06-09
817597,793069,817597,2020-06-08
806646,782446,806646,2020-06-06
803029,778938,803029,2020-06-05
835121,810067,835121,2020-06-04
819231,794654,819231,2020-06-03
843148,817853,843148,2020-06-02
859270,833491,859270,2020-06-01
856297,830608,856297,2020-05-30
857583,831855,857583,2020-05-29
857779,832045,857779,2020-05-28
842906,817618,842906,2020-05-27
852703,827121,852703,2020-05-26
861413,835570,861413,2020-05-25
863646,837736,863646,2020-05-23
863181,837285,863181,2020-05-22
863403,837500,863403,2020-05-21
871118,844984,871118,2020-05-20
868289,842240,868289,2020-05-19
871850,845694,871850,2020-05-18
876479,850184,876479,2020-05-16
875179,848923,875179,2020-05-15
866075,840092,866075,2020-05-14
856414,830721,856414,2020-05-13
855137,829482,855137,2020-05-12
848834,823368,848834,2020-05-11
857605,831876,857605,2020-05-09
861708,835856,861708,2020-05-08
859386,833604,859386,2020-05-06
856021,830340,856021,2020-05-05
861666,835816,861666,2020-05-04
868357,842306,868357,2020-04-30
873891,847674,873891,2020-04-29
878455,852101,878455,2020-04-28
884501,857965,884501,2020-04-27
895516,868650,895516,2020-04-24
898625,871666,898625,2020-04-23
891254,864516,891254,2020-04-22
882040,855578,882040,2020-04-21
867747,841714,867747,2020-04-20
889127,862453,889127,2020-04-17
910296,882987,910296,2020-04-16
893641,866831,893641,2020-04-15
902433,875360,902433,2020-04-14
903061,875969,903061,2020-04-13
915009,887558,915009,2020-04-10
898252,871304,898252,2020-04-09
886977,860367,886977,2020-04-08
884537,858000,884537,2020-04-07
879153,852778,879153,2020-04-06
861185,835349,861185,2020-04-03
852558,826981,852558,2020-04-02
848121,822677,848121,2020-04-01
850136,824631,850136,2020-03-31
845947,820568,845947,2020-03-30
841771,816517,841771,2020-03-27
844919,819571,844919,2020-03-26
864045,838123,864045,2020-03-24
789698,766007,789698,2020-03-23
788541,764884,788541,2020-03-20
736649,714549,736649,2020-03-19
751599,729051,751599,2020-03-18
739636,717446,739636,2020-03-17
753396,730794,753396,2020-03-16
750412,727899,757806,2020-03-14
775762,752489,775762,2020-03-13
753892,731275,753892,2020-03-12
784053,760531,784052,2020-03-11
791379,767637,791379,2020-03-10
795268,771409,795268,2020-03-09
790922,767194,790922,2020-03-06
766913,743905,766913,2020-03-05
765818,742843,765818,2020-03-04
749748,727255,749749,2020-03-03
765073,742120,765073,2020-03-02
769597,746509,769597,2020-02-28
762267,739398,762267,2020-02-27
760676,737855,760676,2020-02-26
757383,734661,757383,2020-02-25
772445,749271,772445,2020-02-24
747927,725489,747927,2020-02-21
735240,713182,735240,2020-02-20
732318,710348,732318,2020-02-19
720757,699134,720757,2020-02-18
718525,696969,718525,2020-02-17
717023,695512,717023,2020-02-14
715559,694092,715559,2020-02-13
709609,688320,709609,2020-02-12
713692,692281,713692,2020-02-11
717523,695997,717523,2020-02-10
710767,689443,710767,2020-02-07
708428,687175,708428,2020-02-06
709937,688638,709937,2020-02-05
718000,696460,718000,2020-02-04
718465,696911,718465,2020-02-03
716899,695392,716899,2020-01-31
718156,696611,718156,2020-01-30
711425,690082,711425,2020-01-29
716557,695060,716557,2020-01-28
714275,692846,714275,2020-01-27
706427,685234,706427,2020-01-24
705227,684070,705227,2020-01-23
708365,687114,708365,2020-01-22
706438,685244,706438,2020-01-21
708904,687636,708904,2020-01-20
707782,686548,707782,2020-01-17
705992,684812,705992,2020-01-16
708473,687218,708473,2020-01-15
702221,681154,702221,2020-01-14
707682,686451,707682,2020-01-13
713502,692096,713502,2020-01-10
714172,692746,714172,2020-01-09
734354,712323,734354,2020-01-08
725842,704066,725842,2020-01-07
733044,711052,733044,2020-01-06
715728,694256,715728,2020-01-03
704639,683499,704639,2020-01-02
707630,686401,707630,2019-12-31
703535,682428,703535,2019-12-30
703179,682083,703179,2019-12-27
702207,681140,702207,2019-12-26
692427,671654,692427,2019-12-23
689974,669274,689974,2019-12-20
688568,667910,688568,2019-12-19
691578,670830,691578,2019-12-18
692579,671801,692579,2019-12-17
690059,669357,690059,2019-12-16
687606,666977,687606,2019-12-13
690099,669396,690099,2019-12-12
686517,665921,686517,2019-12-11
684575,664037,684575,2019-12-10
684949,664400,684949,2019-12-09
690769,670045,690769,2019-12-06
693574,672766,693574,2019-12-05
699248,678270,699248,2019-12-04
690274,669565,690274,2019-12-03
686657,666057,686657,2019-12-02
686145,665560,686145,2019-11-29
686459,665865,686459,2019-11-28
686773,666169,686773,2019-11-27
685583,665015,685583,2019-11-26
686477,665882,686477,2019-11-25
691159,670424,691159,2019-11-22
695050,674198,695050,2019-11-21
696668,675767,696668,2019-11-20
692131,671367,692131,2019-11-19
687110,666496,687110,2019-11-18
689639,668949,689639,2019-11-15
692475,671700,692475,2019-11-14
687922,667284,687922,2019-11-13
683038,662546,683038,2019-11-12
686809,666204,686809,2019-11-11
689581,668893,689581,2019-11-08
698076,677133,698076,2019-11-07
695222,674365,695222,2019-11-06
704327,679675,704327,2019-11-05
709155,684334,709155,2019-11-04
711575,686669,711575,2019-11-01
704681,680017,704681,2019-10-31
700374,675860,700374,2019-10-30
701392,676843,701392,2019-10-29
706124,681409,706124,2019-10-28
706341,681619,706341,2019-10-25
699861,675365,699861,2019-10-24
700743,676216,700743,2019-10-23
697181,672779,697181,2019-10-22
700984,676449,700984,2019-10-21
703072,678464,703072,2019-10-18
704616,679954,704616,2019-10-17
703714,679084,703714,2019-10-16
707582,682816,707582,2019-10-15
704093,679449,704093,2019-10-14
709251,684427,709251,2019-10-11
714408,689403,714408,2019-10-10
714146,689150,714146,2019-10-09
710298,685437,710298,2019-10-08
711819,686905,711819,2019-10-07
714648,689635,714648,2019-10-04
712049,687127,712049,2019-10-03
704954,680280,704954,2019-10-02
695712,671362,695712,2019-10-01
705213,680530,705213,2019-09-30
710155,685299,710155,2019-09-27
713613,688636,713613,2019-09-26
723544,698219,723544,2019-09-25
717038,691941,717038,2019-09-24
715919,690861,715919,2019-09-23
709262,684437,709262,2019-09-20
706195,681478,706195,2019-09-19
707127,682377,707127,2019-09-18
706245,681526,706245,2019-09-17
704582,679921,704582,2019-09-16
702464,677877,702464,2019-09-13
707130,682380,707130,2019-09-12
702511,677923,702511,2019-09-11
701382,676833,701382,2019-09-10
714209,674927,714209,2019-09-09
706609,667745,706609,2019-09-06
724636,684781,724636,2019-09-05
724447,684602,724447,2019-09-04
720512,680883,720512,2019-09-03
717724,678249,717724,2019-09-02
719677,680094,719677,2019-08-30
727179,687184,727179,2019-08-29
727041,687053,727041,2019-08-28
722859,683101,722859,2019-08-27
718786,679252,718786,2019-08-26
705507,666704,705507,2019-08-23
707638,668717,707638,2019-08-22
707590,668672,707590,2019-08-21
706912,668031,706912,2019-08-20
708414,669451,708414,2019-08-19
715534,676179,715534,2019-08-16
713997,674727,713997,2019-08-15
711575,672438,711575,2019-08-14
718530,679010,718530,2019-08-13
706078,667243,706078,2019-08-12
707508,668595,707508,2019-08-09
705810,666990,705810,2019-08-08
703269,664589,703269,2019-08-07
689730,651794,689730,2019-08-06
685197,647511,685197,2019-08-05
671113,634201,671113,2019-08-02
652526,616637,652526,2019-08-01
664350,627810,664350,2019-07-31
661412,625034,661412,2019-07-30
658100,621904,658100,2019-07-29
656527,620418,656527,2019-07-26
661473,625091,661473,2019-07-25
659154,622900,659154,2019-07-24
655123,619091,655123,2019-07-23
658191,621990,658191,2019-07-22
665756,629139,665756,2019-07-19
657244,621095,657244,2019-07-18
646640,611074,646640,2019-07-17
652420,616536,652420,2019-07-16
657995,621805,657995,2019-07-15
656749,620627,656749,2019-07-12
665912,629286,665912,2019-07-11
651787,615938,651787,2019-07-10
650634,614849,650634,2019-07-09
657022,620885,657022,2019-07-08
661543,625158,661543,2019-07-05
661623,625233,661623,2019-07-04
666824,630148,666824,2019-07-03
651191,615375,651191,2019-07-02
647737,612111,647737,2019-07-01
665377,628781,665377,2019-06-28
658475,622258,658475,2019-06-27
662822,626366,662822,2019-06-26
673638,636587,673638,2019-06-25
660005,623704,660005,2019-06-24
653421,617482,653421,2019-06-21
642535,607195,642535,2019-06-20
638303,603196,638303,2019-06-19
639466,604295,639466,2019-06-18
633413,598575,633413,2019-06-17
636671,601654,636671,2019-06-14
630403,595730,630403,2019-06-13
630363,595693,630363,2019-06-12
624660,590303,624660,2019-06-11
628165,593615,628165,2019-06-10
617043,583105,617043,2019-05-31
611335,577711,611335,2019-05-29
611363,577738,611363,2019-05-28
613743,579987,613743,2019-05-27
615007,581181,615007,2019-05-24
612559,578868,612559,2019-05-23
610576,576994,610576,2019-05-22
610603,577019,610603,2019-05-21
606830,573454,606830,2019-05-20
612977,579263,612977,2019-05-17
617095,583155,0,2019-05-16
616381,582480,0,2019-05-16
616549,582638,0,2019-05-15
616263,582369,0,2019-05-15
611745,578099,0,2019-05-14
612453,578768,0,2019-05-14
605517,572213,0,2019-05-13
605988,572659,0,2019-05-13
606966,573583,0,2019-05-10
606588,573225,0,2019-05-10
604546,571296,0,2019-05-09
603134,569961,0,2019-05-09
605511,572208,0,2019-05-08
604993,571719,0,2019-05-08
603392,570205,0,2019-05-07
603721,570517,0,2019-05-07
602315,569188,0,2019-05-06
601798,568699,0,2019-05-06
596566,563755,0,2019-05-03
595910,563135,0,2019-05-03
595154,562420,0,2019-05-02
596934,564103,0,2019-05-02
600276,567261,0,2019-04-30
599014,566068,0,2019-04-30
598307,565400,0,2019-04-29
600409,567387,0,2019-04-29
597841,564960,0,2019-04-26
597235,564387,0,2019-04-26
592280,559704,0,2019-04-25
592187,559616,0,2019-04-25
590104,557648,0,2019-04-24
589316,556904,0,2019-04-24
590885,558386,0,2019-04-23
590885,558386,0,2019-04-23
590506,558028,0,2019-04-22
590460,557985,0,2019-04-22
591150,558637,0,2019-04-18
589389,556973,0,2019-04-18
594626,562272,0,2019-04-16
594997,562272,0,2019-04-16
595626,562867,0,2019-04-15
598228,565325,0,2019-04-15
602095,568979,0,2019-04-12
602327,569199,0,2019-04-12
607424,574015,0,2019-04-11
608728,575248,0,2019-04-11
607045,573657,0,2019-04-10
605834,572513,0,2019-04-10
606831,573455,0,2019-04-09
605200,571914,0,2019-04-09
603922,570706,0,2019-04-08
603363,570178,0,2019-04-08
601947,568840,0,2019-04-05
602507,569369,0,2019-04-05
605343,572049,0,2019-04-04
604640,571385,0,2019-04-04
602941,569779,0,2019-04-02
603409,570222,0,2019-04-02
604878,571609,0,2019-04-01
605862,572540,0,2019-04-01
571000,571000,0,2019-03-29
572285,572285,0,2019-03-29
577791,577791,0,2019-03-28
578409,578409,0,2019-03-28
580211,580211,0,2019-03-27
580917,580917,0,2019-03-27
581699,581699,0,2019-03-26
583466,583466,0,2019-03-26
580145,580145,0,2019-03-25
579396,579396,0,2019-03-25
575588,575588,0,2019-03-22
608762,575280,0,2019-03-22
616312,582415,0,2019-03-21
616265,582371,0,2019-03-21
610491,576914,0,2019-03-20
611240,577622,0,2019-03-20
611830,578179,0,2019-03-19
612018,578357,0,2019-03-19
610671,577084,0,2019-03-18
612462,578777,0,2019-03-17
612462,578777,0,2019-03-17
612462,578777,0,2019-03-17
612462,578777,0,2019-03-16
612462,578777,0,2019-03-16
612462,578777,0,2019-03-15
609927,576381,0,2019-03-15
611574,577938,0,2019-03-15
611574,577938,0,2019-03-14
613452,579713,0,2019-03-14
613241,579513,0,2019-03-14
